seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.47,0.20,6.53,0.50
60,0.60,0.22,12.20,0.79
90,0.73,0.24,15.43,1.07
120,0.80,0.25,17.20,0.99
150,0.90,0.27,18.70,1.09
180,1.00,0.28,20.90,0.95
210,1.17,0.26,23.33,0.94
240,1.67,0.17,27.83,0.89
270,1.93,0.09,32.10,1.14
300,1.97,0.06,34.83,1.25
330,2.00,0.00,36.83,1.17
360,2.00,0.00,38.27,1.23
390,2.00,0.00,43.67,1.24
420,2.00,0.00,45.00,1.22
450,2.00,0.00,45.50,1.20
480,2.00,0.00,46.33,1.28
510,2.00,0.00,47.03,1.21
540,2.00,0.00,47.77,1.26
570,2.00,0.00,48.53,1.25
600,2.00,0.00,49.83,1.27

time +odiff>0:
94.60 (+/- 30.72) min=1
+odiff_times=[53, 17, 20, 142, 211, 206, 13, 15, 30, 24, 215, 17, 13, 12, 37, 217, 216, 53, 23, 24, 207, 15, 63, 215, 175, 216, 1, 108, 210, 70]
+odiff_src=['afl', 'afl', 'afl', 'afl', 'spf', 'afl', 'afl', 'afl', 'afl', 'afl', 'spf', 'afl', 'afl', 'afl', 'afl', 'spf', 'alf=spf', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'alf=spf', 'afl', 'spf', 'afl', 'afl', 'alf=spf', 'afl']
#odiffs=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
#ddiffs=[48, 55, 58, 48, 52, 49, 50, 50, 49, 48, 47, 56, 51, 44, 43, 45, 46, 50, 53, 52, 49, 48, 50, 50, 46, 54, 46, 50, 54, 54]
