seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,5.00,0.00
60,0.00,0.00,7.00,0.00
90,0.00,0.00,7.00,0.00
120,0.00,0.00,7.00,0.00
150,0.00,0.00,7.00,0.00
180,0.07,0.09,7.20,0.19
210,1.97,0.06,12.97,0.06
240,2.00,0.00,16.93,0.68
270,2.00,0.00,18.00,0.00
300,2.00,0.00,18.00,0.00
330,2.00,0.00,22.97,0.76
360,2.00,0.00,24.00,0.00
390,2.00,0.00,24.00,0.00
420,2.00,0.00,24.00,0.00
450,2.00,0.00,24.00,0.00
480,2.00,0.00,24.00,0.00
510,2.00,0.00,24.00,0.00
540,2.00,0.00,24.00,0.00
570,2.00,0.00,24.00,0.00
600,2.00,0.00,24.00,0.00

time +odiff>0:
185.40 (+/- 1.95) min=180
+odiff_times=[183, 182, 194, 198, 188, 183, 181, 180, 186, 196, 189, 183, 184, 181, 182, 182, 196, 183, 180, 181, 182, 183, 182, 195, 183, 185, 183, 181, 182, 194]
#odiffs=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
#ddiffs=[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]
