seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.47,0.18,0.90,0.17
60,0.63,0.17,1.13,0.24
90,0.73,0.16,1.43,0.30
120,0.80,0.14,1.87,0.26
150,0.87,0.12,2.33,0.36
180,0.90,0.11,2.67,0.40
210,0.97,0.06,3.03,0.40
240,1.00,0.00,3.83,0.43
270,1.00,0.00,4.63,0.56
300,1.00,0.00,7.03,0.57
330,1.00,0.00,7.80,0.50
360,1.00,0.00,8.50,0.52
390,1.00,0.00,8.80,0.59
420,1.00,0.00,8.93,0.59
450,1.00,0.00,9.33,0.59
480,1.00,0.00,9.50,0.58
510,1.00,0.00,9.83,0.61
540,1.00,0.00,10.03,0.68
570,1.00,0.00,10.13,0.73
600,1.00,0.00,10.37,0.70

time +odiff>0:
7.57 (+/- 0.26) min=6
+odiff_times=[8, 7, 7, 8, 7, 8, 9, 8, 7, 7, 8, 8, 7, 7, 6, 7, 7, 6, 7, 8, 8, 8, 7, 8, 8, 9, 8, 8, 8, 8]
+odiff_src=['alf=spf', 'spf', 'spf', 'spf', 'spf', 'alf=spf', 'alf=spf', 'alf=spf', 'spf', 'spf', 'spf', 'spf', 'alf=spf', 'spf', 'alf=spf', 'spf', 'spf', 'spf', 'spf', 'alf=spf', 'spf', 'alf=spf', 'spf', 'alf=spf', 'alf=spf', 'alf=spf', 'spf', 'alf=spf', 'alf=spf', 'alf=spf']
#odiffs=[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
#ddiffs=[11, 13, 10, 12, 9, 12, 12, 8, 11, 10, 11, 8, 10, 14, 11, 11, 13, 12, 9, 9, 6, 8, 11, 12, 7, 9, 14, 9, 9, 10]
