# time, numberOfNodes, lengthPrioQueue, instructionMapping, sizeSolutionQueue , alreadyReadInputFiles 
112,1599,45,45,0,1
112,1599,45,45,0,1
113,1600,44,44,1,1
113,1602,46,46,0,1
113,1605,45,45,0,1
113,1605,45,45,0,1
113,1608,44,44,0,1
113,1608,44,44,0,1
113,1609,43,43,1,1
113,1611,45,45,0,1
114,1614,44,44,0,1
114,1614,44,44,0,1
114,1617,43,43,0,1
114,1617,43,43,0,1
114,1618,42,42,1,1
114,1620,44,44,0,1
114,1623,43,43,0,1
114,1623,43,43,0,1
114,1626,42,42,0,1
114,1626,42,42,0,1
114,1627,41,41,1,1
114,1629,43,43,0,1
115,1632,42,42,0,1
115,1632,42,42,0,1
115,1635,41,41,0,1
115,1635,41,41,0,1
115,1636,40,40,1,1
115,1638,42,42,0,1
115,1641,41,41,0,1
115,1641,41,41,0,1
115,1644,40,40,0,1
115,1644,40,40,0,1
116,1645,39,39,1,1
116,1647,41,41,0,1
116,1650,40,40,0,1
116,1650,40,40,0,1
116,1653,39,39,0,1
116,1653,39,39,0,1
116,1654,38,38,1,1
116,1656,40,40,0,1
116,1659,39,39,0,1
116,1659,39,39,0,1
116,1662,38,38,0,1
116,1662,38,38,0,1
117,1663,37,37,1,1
117,1665,39,39,0,1
117,1668,38,38,0,1
117,1668,38,38,0,1
117,1671,37,37,0,1
117,1671,37,37,0,1
117,1672,36,36,1,1
117,1674,38,38,0,1
117,1677,37,37,0,1
117,1677,37,37,0,1
117,1680,36,36,0,1
117,1680,36,36,0,1
117,1681,35,35,1,1
118,1683,37,37,0,1
118,1686,36,36,0,1
118,1686,36,36,0,1
118,1689,35,35,0,1
118,1689,35,35,0,1
118,1690,34,34,1,1
118,1692,36,36,0,1
118,1695,35,35,0,1
118,1695,35,35,0,1
118,1698,34,34,0,1
118,1698,34,34,0,1
118,1699,33,33,1,1
119,1701,35,35,0,1
119,1704,34,34,0,1
119,1704,34,34,0,1
119,1707,33,33,0,1
119,1707,33,33,0,1
119,1708,32,32,1,1
119,1710,34,34,0,1
119,1713,33,33,0,1
119,1713,33,33,0,1
119,1716,32,32,0,1
119,1716,32,32,0,1
119,1717,31,31,1,1
119,1719,33,33,0,1
120,1722,32,32,0,1
120,1722,32,32,0,1
120,1725,31,31,0,1
120,1725,31,31,0,1
120,1726,30,30,1,1
120,1728,32,32,0,1
120,1731,31,31,0,1
120,1731,31,31,0,1
120,1734,30,30,0,1
120,1734,30,30,0,1
120,1735,29,29,1,1
120,1737,31,31,0,1
121,1740,30,30,0,1
121,1740,30,30,0,1
121,1743,29,29,0,1
121,1743,29,29,0,1
121,1744,28,28,1,1
121,1746,30,30,0,1
121,1749,29,29,0,1
121,1749,29,29,0,1
121,1752,28,28,0,1
121,1752,28,28,0,1
121,1753,27,27,1,1
121,1755,29,29,0,1
121,1758,28,28,0,1
121,1758,28,28,0,1
122,1761,27,27,0,1
122,1761,27,27,0,1
122,1762,26,26,1,1
122,1764,28,28,0,1
122,1767,27,27,0,1
122,1767,27,27,0,1
122,1770,26,26,0,1
122,1770,26,26,0,1
122,1771,25,25,1,1
122,1773,27,27,0,1
122,1776,26,26,0,1
122,1776,26,26,0,1
122,1779,25,25,0,1
123,1779,25,25,0,1
123,1780,24,24,1,1
123,1782,26,26,0,1
123,1785,25,25,0,1
123,1785,25,25,0,1
123,1788,24,24,0,1
123,1788,24,24,0,1
123,1789,23,23,1,1
123,1791,25,25,0,1
123,1794,24,24,0,1
123,1794,24,24,0,1
123,1797,23,23,0,1
124,1797,23,23,0,1
124,1798,22,22,1,1
124,1800,24,24,0,1
124,1803,23,23,0,1
124,1803,23,23,0,1
124,1806,22,22,0,1
124,1806,22,22,0,1
124,1807,21,21,1,1
124,1809,23,23,0,1
124,1812,22,22,0,1
124,1812,22,22,0,1
124,1815,21,21,0,1
124,1815,21,21,0,1
125,1816,20,20,1,1
125,1818,22,22,0,1
125,1821,21,21,0,1
125,1821,21,21,0,1
125,1824,20,20,0,1
125,1824,20,20,0,1
125,1825,19,19,1,1
125,1827,21,21,0,1
125,1830,20,20,0,1
125,1830,20,20,0,1
126,1833,19,19,0,1
126,1833,19,19,0,1
126,1834,18,18,1,1
126,1836,20,20,0,1
126,1839,19,19,0,1
126,1839,19,19,0,1
126,1842,18,18,0,1
126,1842,18,18,0,1
126,1843,17,17,1,1
126,1845,19,19,0,1
126,1848,18,18,0,1
127,1848,18,18,0,1
127,1851,17,17,0,1
127,1851,17,17,0,1
127,1852,16,16,1,1
127,1854,18,18,0,1
127,1857,17,17,0,1
127,1857,17,17,0,1
127,1860,16,16,0,1
127,1860,16,16,0,1
127,1861,15,15,1,1
127,1863,17,17,0,1
128,1866,16,16,0,1
128,1866,16,16,0,1
128,1869,15,15,0,1
128,1869,15,15,0,1
128,1870,14,14,1,1
128,1872,16,16,0,1
128,1875,15,15,0,1
128,1875,15,15,0,1
128,1878,14,14,0,1
128,1878,14,14,0,1
128,1879,13,13,1,1
128,1881,15,15,0,1
129,1884,14,14,0,1
129,1884,14,14,0,1
129,1887,13,13,0,1
129,1887,13,13,0,1
129,1888,12,12,1,1
129,1890,14,14,0,1
129,1893,13,13,0,1
129,1893,13,13,0,1
129,1896,12,12,0,1
129,1896,12,12,0,1
129,1897,11,11,1,1
129,1899,13,13,0,1
129,1902,12,12,0,1
129,1902,12,12,0,1
130,1905,11,11,0,1
130,1905,11,11,0,1
130,1906,10,10,1,1
130,1908,12,12,0,1
130,1911,11,11,0,1
130,1911,11,11,0,1
130,1914,10,10,0,1
130,1914,10,10,0,1
130,1915,9,9,1,1
130,1917,11,11,0,1
130,1920,10,10,0,1
130,1920,10,10,0,1
131,1923,9,9,0,1
131,1923,9,9,0,1
131,1924,8,8,1,1
131,1926,10,10,0,1
131,1929,9,9,0,1
131,1929,9,9,0,1
131,1932,8,8,0,1
131,1932,8,8,0,1
131,1933,7,7,1,1
131,1935,9,9,0,1
131,1938,8,8,0,1
131,1938,8,8,0,1
131,1941,7,7,0,1
132,1941,7,7,0,1
132,1942,6,6,1,1
132,1944,8,8,0,1
132,1947,7,7,0,1
132,1947,7,7,0,1
132,1950,6,6,0,1
132,1950,6,6,0,1
132,1951,5,5,1,1
132,1953,7,7,0,1
132,1956,6,6,0,1
132,1956,6,6,0,1
133,1959,5,5,0,1
133,1959,5,5,0,1
133,1960,4,4,0,1
133,1960,4,4,0,1
133,1960,3,3,0,1
133,1960,3,3,0,1
133,1961,2,2,0,1
133,1961,2,2,0,1
133,1961,1,1,0,1
133,1961,1,1,0,1
133,1962,0,0,0,1
133,1962,0,0,0,1
