seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.47,0.18,2.00,0.39
60,0.73,0.16,4.10,0.64
90,0.87,0.12,5.53,0.61
120,0.97,0.06,7.17,0.73
150,0.97,0.06,9.00,0.84
180,0.97,0.06,10.97,0.84
210,1.00,0.00,12.93,0.96
240,1.00,0.00,13.77,0.94
270,1.00,0.00,14.80,0.96
300,1.00,0.00,15.93,0.93
330,1.00,0.00,16.83,0.94
360,1.00,0.00,18.03,1.11
390,1.00,0.00,18.73,1.07
420,1.00,0.00,19.53,1.04
450,1.00,0.00,20.03,0.96
480,1.00,0.00,20.50,0.96
510,1.00,0.00,21.13,0.92
540,1.00,0.00,21.67,0.93
570,1.00,0.00,22.10,0.96
600,1.00,0.00,22.53,1.01

time +odiff>0:
43.70 (+/- 14.01) min=3
+odiff_times=[55, 6, 58, 23, 66, 73, 13, 21, 17, 97, 43, 4, 63, 39, 26, 96, 35, 119, 36, 24, 35, 63, 9, 3, 22, 184, 37, 8, 25, 11]
+odiff_src=['afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl']
#odiffs=[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
#ddiffs=[23, 21, 26, 18, 19, 22, 23, 23, 21, 30, 21, 23, 25, 24, 21, 21, 20, 24, 20, 24, 25, 19, 22, 21, 23, 27, 21, 17, 26, 26]
