seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.67,0.17,2.57,0.57
60,0.90,0.11,4.50,0.73
90,0.97,0.06,6.07,0.76
120,0.97,0.06,6.80,0.94
150,1.00,0.00,8.10,0.95
180,1.00,0.00,9.50,1.12
210,1.00,0.00,10.87,1.06
240,1.00,0.00,12.13,1.04
270,1.00,0.00,13.00,0.93
300,1.00,0.00,13.97,0.93
330,1.00,0.00,14.53,0.97
360,1.00,0.00,15.20,1.00
390,1.00,0.00,15.77,1.03
420,1.00,0.00,16.40,1.07
450,1.00,0.00,16.67,1.10
480,1.00,0.00,17.00,1.05
510,1.00,0.00,17.40,0.96
540,1.00,0.00,17.77,1.08
570,1.00,0.00,18.03,1.06
600,1.00,0.00,18.27,1.06

time +odiff>0:
28.47 (+/- 10.42) min=2
+odiff_times=[4, 8, 23, 2, 21, 16, 9, 148, 12, 50, 4, 6, 6, 57, 37, 14, 9, 19, 67, 10, 25, 64, 51, 30, 48, 17, 14, 42, 32, 9]
#odiffs=[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
#ddiffs=[21, 17, 16, 19, 18, 17, 17, 17, 17, 26, 18, 18, 18, 18, 24, 16, 18, 20, 16, 16, 16, 17, 28, 20, 15, 16, 16, 16, 18, 19]
