seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,8.00,0.00
60,0.00,0.00,8.00,0.00
90,0.00,0.00,9.00,0.00
120,0.00,0.00,9.97,0.06
150,0.00,0.00,10.00,0.00
180,0.00,0.00,10.00,0.00
210,0.00,0.00,10.00,0.00
240,0.73,0.16,16.13,0.65
270,2.00,0.00,19.00,0.00
300,2.00,0.00,19.00,0.00
330,2.00,0.00,19.00,0.00
360,2.00,0.00,19.00,0.00
390,2.00,0.00,19.00,0.00
420,2.00,0.00,19.00,0.00
450,2.00,0.00,19.00,0.00
480,2.00,0.00,19.00,0.00
510,2.00,0.00,19.00,0.00
540,2.00,0.00,19.00,0.00
570,2.00,0.00,19.00,0.00
600,2.00,0.00,19.00,0.00

time +odiff>0:
239.07 (+/- 2.57) min=232
+odiff_times=[236, 234, 234, 233, 249, 249, 235, 235, 232, 240, 235, 260, 251, 234, 233, 241, 232, 234, 247, 248, 235, 237, 237, 235, 237, 240, 253, 237, 235, 234]
#odiffs=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
#ddiffs=[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
