seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,9.60,0.79
60,0.00,0.00,13.47,0.90
90,0.00,0.00,16.00,0.92
120,0.00,0.00,17.57,0.99
150,0.00,0.00,19.20,1.07
180,0.00,0.00,21.57,0.94
210,0.00,0.00,23.93,0.90
240,0.03,0.06,27.07,1.08
270,0.47,0.18,33.03,1.23
300,1.70,0.16,39.90,1.16
330,1.90,0.11,43.07,1.18
360,1.93,0.09,44.97,1.28
390,1.93,0.09,46.57,1.38
420,1.97,0.06,48.90,1.47
450,2.00,0.00,50.77,1.41
480,2.00,0.00,53.00,1.55
510,2.00,0.00,54.43,1.64
540,2.00,0.00,55.50,1.66
570,2.00,0.00,56.43,1.62
600,2.00,0.00,57.43,1.54

time +odiff>0:
263.20 (+/- 3.61) min=236
+odiff_times=[277, 262, 258, 253, 252, 272, 256, 265, 256, 260, 255, 256, 253, 236, 272, 257, 274, 272, 270, 257, 273, 258, 261, 276, 268, 278, 250, 279, 268, 272]
+odiff_src=['spf', 'alf=spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'afl', 'spf', 'spf', 'spf', 'afl', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'spf', 'alf=spf', 'afl', 'spf', 'spf', 'alf=spf', 'alf=spf', 'spf']
#odiffs=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
#ddiffs=[62, 61, 57, 51, 68, 51, 51, 56, 62, 52, 60, 65, 59, 57, 54, 54, 54, 56, 58, 59, 55, 59, 57, 54, 67, 56, 57, 54, 59, 58]
