seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,6.73,0.51
60,0.00,0.00,10.00,0.65
90,0.00,0.00,12.07,0.68
120,0.00,0.00,13.63,0.77
150,0.00,0.00,15.13,0.86
180,0.00,0.00,17.23,0.90
210,0.00,0.00,19.93,1.03
240,0.00,0.00,22.17,1.42
270,0.00,0.00,24.00,1.44
300,0.00,0.00,25.30,1.57
330,0.00,0.00,27.47,1.69
360,0.00,0.00,28.83,1.63
390,0.00,0.00,30.30,1.63
420,0.03,0.06,31.73,1.63
450,0.03,0.06,32.87,1.62
480,0.07,0.09,34.17,1.66
510,0.07,0.09,35.23,1.80
540,0.07,0.09,36.40,1.93
570,0.07,0.09,37.67,1.94
600,0.10,0.11,38.63,1.96

time +odiff>0:
588.43 (+/- 15.18) min=392
+odiff_times=[600, 600, 600, 600, 600, 600, 600, 480, 392, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 581, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600]
#odiffs=[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
#ddiffs=[42, 45, 34, 34, 40, 42, 34, 34, 53, 43, 33, 39, 37, 31, 33, 31, 38, 35, 30, 40, 36, 40, 49, 40, 39, 44, 47, 43, 38, 35]
