seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,6.77,0.71,17.40,0.88
60,14.13,0.96,32.20,1.53
90,22.30,1.13,44.57,1.63
120,31.77,1.33,56.53,2.09
150,41.27,1.63,68.17,2.48
180,50.20,1.73,78.03,2.78
210,58.77,1.81,88.37,2.90
240,68.07,2.06,99.90,3.33
270,77.10,2.68,110.83,3.75
300,85.77,3.03,120.83,4.02
330,94.57,3.22,131.43,4.44
360,102.47,3.29,141.27,4.65
390,112.07,3.22,150.67,4.99
420,121.13,3.80,160.60,5.58
450,130.40,4.20,170.00,5.66
480,139.80,4.40,178.03,5.67
510,150.03,4.51,186.77,5.76
540,158.73,4.48,196.00,5.66
570,169.27,4.47,206.83,5.77
600,177.80,4.39,214.47,6.38

time +odiff>0:
6.17 (+/- 1.31) min=2
+odiff_times=[2, 4, 7, 3, 7, 10, 7, 13, 3, 4, 3, 7, 2, 2, 3, 2, 6, 12, 4, 13, 10, 11, 12, 2, 6, 4, 3, 4, 9, 10]
+odiff_src=['afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl', 'afl']
#odiffs=[175, 179, 171, 188, 211, 182, 176, 189, 172, 170, 172, 166, 182, 180, 176, 182, 184, 183, 178, 183, 181, 174, 156, 208, 159, 173, 183, 185, 153, 163]
#ddiffs=[190, 198, 215, 206, 237, 198, 204, 236, 221, 224, 239, 236, 218, 218, 220, 212, 206, 229, 182, 238, 209, 203, 213, 212, 263, 221, 209, 195, 193, 189]
