seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,7.43,0.74,16.70,0.69
60,15.17,0.93,29.07,0.84
90,22.37,1.05,40.00,1.00
120,30.03,1.42,50.13,1.22
150,36.83,1.61,59.47,1.25
180,44.53,1.78,67.33,1.47
210,52.57,2.01,74.93,1.48
240,59.60,1.89,84.47,1.87
270,66.47,2.13,94.43,2.46
300,73.37,2.25,103.47,2.69
330,80.30,2.56,112.03,3.28
360,87.93,2.77,119.83,3.39
390,94.97,3.19,127.80,3.89
420,102.00,3.35,135.90,3.70
450,108.90,3.58,144.57,3.59
480,115.47,3.81,153.20,3.63
510,123.20,4.17,160.37,4.11
540,130.07,4.58,167.50,4.76
570,137.27,4.81,174.27,5.22
600,143.87,4.99,182.00,5.54

time +odiff>0:
4.13 (+/- 1.04) min=1
+odiff_times=[2, 2, 2, 2, 3, 8, 5, 6, 2, 7, 10, 5, 5, 4, 6, 2, 6, 4, 3, 6, 2, 2, 1, 1, 3, 6, 2, 1, 2, 14]
#odiffs=[150, 156, 166, 133, 121, 169, 149, 142, 140, 161, 159, 136, 153, 135, 130, 165, 142, 124, 137, 120, 134, 154, 152, 134, 147, 127, 147, 139, 128, 166]
#ddiffs=[190, 176, 169, 174, 207, 178, 164, 184, 170, 173, 161, 195, 175, 195, 168, 169, 189, 180, 183, 209, 206, 169, 187, 178, 180, 226, 162, 199, 178, 166]
