seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,0.00,0.00
60,1.00,0.00,1.00,0.00
90,2.00,0.00,4.13,0.12
120,2.00,0.00,6.00,0.00
150,2.00,0.00,6.00,0.00
180,2.00,0.00,6.00,0.00
210,2.00,0.00,6.00,0.00
240,2.00,0.00,6.00,0.00
270,2.00,0.00,6.00,0.00
300,2.00,0.00,6.00,0.00
330,2.00,0.00,6.00,0.00
360,2.00,0.00,6.00,0.00
390,2.00,0.00,6.00,0.00
420,2.00,0.00,6.00,0.00
450,2.00,0.00,6.00,0.00
480,2.00,0.00,6.00,0.00
510,2.00,0.00,6.00,0.00
540,2.00,0.00,6.00,0.00
570,2.00,0.00,6.00,0.00
600,2.00,0.00,6.00,0.00

time +odiff>0:
51.70 (+/- 0.16) min=51
+odiff_times=[51, 52, 52, 51, 52, 51, 51, 51, 51, 52, 52, 52, 52, 52, 51, 52, 51, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 51, 52]
#odiffs=[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
#ddiffs=[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
